index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
380,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Tournaments (video games, board games, etc.) ",,A Horror Watch Party,Period Fairs,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Pizza BOGO Chipotle,0.0,5.0,100.0,80.0,0.0,Yes,100.0,"Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Medium (30-80 people),Small (<20 people)",Either is fine,"Bad timing,Too crowded,Event cost,Didn’t interest me",,"Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Busy with studying Im less likely to come to events ,A week,"Email,Friends",,Email,Junior,Biomedical Engineering ,Maryland,No,Horror Video Games,No,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,,No,,,Other:,No Pork,L,XL,10.0,Kitchen Appliances Video Games Food Room Decor,Passive,7.0,More Variety,Air Fryer,No,0.048780487804878,"QID24,QID27",494.0
381,"Food Truck Festival,T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Luncheons or mixers,Sports/spectator events ",,upBingo,UPBingo,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,Cilantro potbelly ,0.0,20.0,100.0,100.0,,Yes,,"Weekday late afternoon (4–6pm) ,Saturday evenings ,Sunday evenings ",No preference, Require advance registration ,"Bad timing,Too crowded",,"Wednesday ,Thursday ","Morning (8am–12pm) ,Evening (4pm–8pm) ",No,,A week,"Email,Friends",,email ,Senior,Nursing,Texas ,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,XL,XL,7.5,doesnt matter but i think more larger sizes should be available bc if youre not first and you cant fit a small then its hard to get a size that fits all the ppl who do wear small be sizing up a lotttt,Passive,8.0,,Hatch Alarm Clock,,0.225,"QID52,QID42,QID24,QID54,QID15,QID27,QID59,QID55,QID44",621.0
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,152.0
383,"T-shirt or swag giveaways,UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Swag/giveaway events ,Major shows or performances (comedians, drone show, etc.) ,Club or organization collaborations ",,,Spring comedian,"Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ,Performance",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),African/Caribbean",,Rubys Naija Kitchen,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1818181818181818,"QID10,QID8",324.0
385,"Food Truck Festival,T-shirt or swag giveaways,UPBeat Spring Concert,Drone Show ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Arts & Crafts  ",,Lego making event,Brightening blooms,"Free food/snacks,Learning new things ",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,Desserts/sweets focused",,Mount granita ,0.0,10.0,0.0,0.0,0.0,Yes,10.0,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Medium (30-80 people),Small (<20 people),No preference",Either is fine,"Bad timing,Too crowded,Required registration,Event cost,Didn’t interest me,Travel time",,"Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Yes,Two weeks or more,"Email,Posters/flyers ,Friends,Tabling",,Email,Junior,Biochemistry ,Texas,No,No ,No,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,More availablility and more notice,No,,More events,Other:,,M,M,7.5,Shoes Tote bags Lunch box ,Passive,7.0,Better timing,Ninja Creami,No,0.0,,458.0
387,"T-shirt or swag giveaways,UPBeat Spring Concert,Spring Comedian at Severance Hall,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Concerts or live music ,Club or organization collaborations ",,"man I just loved the comedian please get Caleb hearon this year
",,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,prestis,4.0,15.0,500.0,300.0,4.0,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Medium (30-80 people),Small (<20 people)", Require advance registration ,"Didn’t hear about it,Bad timing,Too crowded",,"Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,"Social media ,Other:",CampusGroups,,Junior,Civil Engineering,,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",,Somtimes,,No,,,,,L,L,11.0,sweatpants with cwru on the ass,Passive,7.0,,Ninja Creami,nah this was dope,0.275,"QID9,QID52,QID41,QID42,QID19,QID24,QID54,QID27,QID22,QID55,QID44",424.0
388,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,UPBakery,UPBlossom bouquet making for dorm decor,"Free food/snacks,Socializing/meeting new people ,Cultural representation",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,On The Rise Bread Bakery Te Amo Boba Bar Matcha,0.0,10.0,0.0,0.0,5.0,Yes,,"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)", Require advance registration ,"Didn’t interest me,Other:",Busy limited registration,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,less likely to attend long events ,A week,"Email,Posters/flyers ,Friends",,email,Sophomore,nutritional biochemistry,Massachusetts,,Bakery and cooking Maybe partner with cooking club  nutritional department ,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Other:",Cedar Point,Yes,,No,,Fun UPB events,Other:,peanut allergy,L,XL,10.5,Water kettle air fryer coffee machine espresso machine cold brew maker nintendo switch hoodies iPad fluffy couch pillows desktop monitor LED lights posters for dorm decor Vinyls COSTCO 1YR MEMBERSHIP CARD uberlyft giftcard electric scooter  helmet electric bike  helmet Apple Vision Pro Noise cancelling headphones collapsible storage bins Fujifilm x100VI Canon G7x Ricoh Gr III Canon Selphy photo printer ,Promoter,9.0,more events 3 UPB,Air Fryer,more puns and funny images,0.0,,1328.0
389,"Food Truck Festival,T-shirt or swag giveaways,Drone Show ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Arts & Crafts  ",,Petting zoo,Ceramics,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,Cilantro,0.0,15.0,250.0,120.0,20.0,Yes,50.0,"Weekday evening (after 6pm) ,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Bad timing,Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Some days are more open and others are busier,A week,"Email,Social media ,Friends",,Instagram,Sophomore,Nursing,NH,No,No,No,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,Friends with different backgrounds,,,L,XL,,Sweatshirts stuffed animals or shirts,Promoter,9.0,,Ninja Creami,,0.075,"QID44,QID52,QID59",786.0
390,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Major shows or performances (comedians, drone show, etc.) ",,Food festivals are always fun and a great way to convince students to show up to events I feel like,I think the drone show was a really nice thing to add the Springfest last year and if possible should be included in this coming Springfest or another event,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",,"Bombay Chat
La Dolce Vita I believe this is already happening
Mount Granita ",0.0,5.0,100.0,100.0,0.0,Yes,150.0,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ", Require advance registration ,"Bad timing,Didn’t interest me",,"Monday,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",No,,A week,"Email,Social media ,Friends",,Mainly social media and email,Senior,Accounting Finance Business Information Technology,Virginia,NA ,Maybe something related to arts and crafts You guys already do this a lot though,,"Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Yes,,No,,If I dont see any event right away there is always someone who lets me know in my friend group,Other:,,M,M,,Hoodies Speakers Gadgets for apartments like appliances Blankets,Passive,8.0,I dont know if this is possible but maybe increasing the amount of people that can register for events cause sometimes its only a small amount and its difficult to get a spot Or hold a type of raffle to give out extra spots,Ninja Creami,,0.0,,708.0
391,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Spring Comedian at Severance Hall,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Food Festivals ,Swag/giveaway events ,Major shows or performances (comedians, drone show, etc.) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,Mango mango,,,,,,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people)", Require advance registration ,"Bad timing,Too crowded,Event cost,Didn’t interest me",,"Friday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ,Posters/flyers ,Friends",,,Senior,Bio,CA,,,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,,No,,,,,L,L,,Something functional ,Passive,7.0,Require registration ensure organization and have proper timing,Air Fryer,,0.3,"QID9,QID8,QID52,QID42,QID19,QID24,QID10,QID54,QID27,QID59,QID22,QID55",364.0
392,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ",,Comedian,Drone Show,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,Anatolias Cafe Mango mango,0.0,0.0,0.0,0.0,0.0,Yes,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events",Huge (300-600 people),Either is fine,"Didn’t hear about it,Bad timing,Required registration,Event cost,Didn’t interest me",,"Monday,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ,Friends",,email,Senior,Psychology and Cognitive Science,Spain,Yes,I dont know,3 Kings Day,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,,No,,,,,L,L,,,Passive,8.0,,Air Fryer,,0.1707317073170731,"QID52,QID19,QID24,QID27,QID59,QID38,QID44",722.0
393,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up)","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Club or organization collaborations ",,yoga club x upb,matcha station,"Free food/snacks,Performance,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,anything in little italy,0.0,10.0,1000.0,100.0,5.0,Yes,500.0,Weekday evening (after 6pm) ,"Large (80-150 people) ,Medium (30-80 people)", Require advance registration ,"Bad timing,Too crowded,Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Evening (4pm–8pm) ",Yes,,A week,"Social media ,Posters/flyers ,Friends",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0909090909090909,"QID19,QID22",706.0
395,"T-shirt or swag giveaways,UPBeat Spring Concert,Thwing Tuesday,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Swag/giveaway events ,Tournaments (video games, board games, etc.) ",,upbakery ,upbemine,"Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ,Learning new things ",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.)",,Luna Tommys ,0.0,10.0,600.0,600.0,0.0,Yes,100.0,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,Required registration,,"Monday,Thursday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,evening only works,A week,"Social media ,Friends",,email before sign ups ,Junior,Biology,Houston,Henna,dance,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,,No,,seeing all sorts of people at the events ,Halal / Kosher,,M,L,7.5,yoga mats tech accessories phone case room decor,Passive,8.0,i wish signups didnt fill so fast all the time,Air Fryer,this one was really well made,0.048780487804878,"QID24,QID55",605.0
396,"Spring Comedian at Severance Hall,Drone Show ","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ",,Scavenger hunt,Bingo,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Learning new things ",,Desserts/sweets focused,,Chipotle,0.0,0.0,0.0,0.0,0.0,No,,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ","Large (80-150 people) ,Medium (30-80 people)",Either is fine,Other:,Didnt wanna go out,"Thursday ,Friday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ",,Email,Junior,Statistics Psychology,NJ,,Id love to see more UPBeats stuff throughout the semester not just at the beginning of fall and end of spring,Reach out to cultural groups on campus and see if theres interest,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Easygoing events that arent too crowded or loud  sometimes I feel like Springfest makes you feel lost in the crowd,,,M,S,,Hoodies that is a nice color like lavender or mint green or pastel colors Vacuum cleaner Projector Roomba A cat,Detractor,6.0,Stop running out of prizes,Ninja Creami,Use an odd number of options when you are using the likert scale,0.0769230769230769,"QID19,QID42,QID52",1191.0
397,None of these,"Swag/giveaway events ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,First year,First year,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Desserts/sweets focused",,Unsure Still learning about what is around Cleveland,10.0,30.0,300.0,200.0,50.0,Yes,500.0,I will attend all events,No preference,Either is fine,"Bad timing,Too crowded",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,Unsure as of yet but it probably will and yes I would,Two weeks or more,Email,,Email,Freshman,Communication Sciences,Kenosha Wisconsin,Cheeseeee,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,Yes,Migraines occasionally,,,,XL,XL,,Im not sure,,,,Air Fryer,,0.15,"QID52,QID54,QID27,QID59,QID55,QID44",278.0
